file_id,source_id,onset_ms,sampling_rate,snr_db,rms_db,peak_amplitude,is_clipped
XC659211_32860,659211,32860,16000,3.63,-36.98,0.1249,False
XC659211_838,659211,838,16000,15.61,-30.51,0.2755,False
XC659211_9173,659211,9173,16000,5.44,-35.13,0.1447,False
XC659214_23961,659214,23961,16000,19.25,-26.55,0.3407,False
XC659214_26961,659214,26961,16000,23.03,-23.94,0.4406,False
XC659214_31884,659214,31884,16000,22.70,-22.80,0.4703,False
XC661228_21752,661228,21752,16000,14.37,-26.71,0.2737,False
XC661228_27350,661228,27350,16000,13.51,-29.31,0.2231,False
XC661228_38035,661228,38035,16000,16.10,-27.16,0.2355,False
XC661228_42426,661228,42426,16000,9.06,-35.20,0.1794,False
XC661228_56307,661228,56307,16000,7.49,-33.16,0.1593,False
XC661228_63781,661228,63781,16000,10.35,-27.01,0.2751,False
XC661228_809,661228,809,16000,9.66,-33.74,0.1424,False
XC661228_82408,661228,82408,16000,9.39,-31.39,0.2222,False
XC661228_9121,661228,9121,16000,12.69,-29.89,0.1891,False
XC661228_91913,661228,91913,16000,8.52,-35.01,0.1283,False
XC661253_5492,661253,5492,16000,15.52,-33.13,0.1888,False
XC661253_946,661253,946,16000,6.42,-42.05,0.0469,False
XC666384_4570,666384,4570,16000,19.40,-19.18,0.9336,False
XC684628_13357,684628,13357,16000,6.48,-34.23,0.1317,False
XC684628_19792,684628,19792,16000,9.42,-34.60,0.1147,False
XC684628_3016,684628,3016,16000,8.79,-35.63,0.1097,False
XC704442_2133,704442,2133,16000,26.49,-13.97,1.0000,True
XC704442_43,704442,43,16000,21.64,-19.32,1.0000,True
XC721477_11599,721477,11599,16000,25.12,-38.10,0.1359,False
XC721477_14599,721477,14599,16000,30.02,-30.51,0.3884,False
XC721477_20044,721477,20044,16000,19.66,-44.15,0.0889,False
XC721477_26476,721477,26476,16000,27.85,-32.17,0.3809,False
XC721477_29476,721477,29476,16000,18.41,-22.62,0.6934,False
XC721477_3828,721477,3828,16000,31.91,-38.70,0.2107,False
XC721477_40551,721477,40551,16000,18.37,-29.11,0.3498,False
XC721477_44544,721477,44544,16000,13.33,-29.91,0.3303,False
XC729094_1448,729094,1448,16000,26.00,-18.91,0.8761,False
XC729094_18186,729094,18186,16000,15.68,-30.31,0.3469,False
XC729094_27267,729094,27267,16000,16.33,-29.74,0.3357,False
XC729094_35904,729094,35904,16000,18.78,-27.26,0.3897,False
XC729094_37566,729094,37566,16000,19.81,-20.17,0.5540,False
XC729094_54915,729094,54915,16000,20.55,-23.85,0.5040,False
XC729094_60982,729094,60982,16000,17.65,-27.41,0.3993,False
XC729094_66168,729094,66168,16000,16.92,-28.08,0.4687,False
XC729094_70899,729094,70899,16000,10.47,-30.31,0.2197,False
XC729094_77080,729094,77080,16000,9.78,-40.74,0.1046,False
XC73133_13323,73133,13323,16000,19.13,-20.58,0.7026,False
XC73133_15581,73133,15581,16000,15.01,-23.46,0.6811,False
XC73133_18968,73133,18968,16000,16.15,-23.31,0.6183,False
XC73133_24737,73133,24737,16000,12.80,-26.48,0.5414,False
XC73133_26685,73133,26685,16000,7.94,-31.01,0.2792,False
XC73133_3380,73133,3380,16000,12.22,-27.26,0.3362,False
XC73133_4385,73133,4385,16000,18.68,-20.63,0.7603,False
XC73133_8344,73133,8344,16000,14.82,-24.01,0.6768,False
XC737076_12718,737076,12718,16000,27.27,-31.18,0.2740,False
XC737076_18872,737076,18872,16000,26.79,-32.85,0.2718,False
XC737076_23587,737076,23587,16000,24.85,-36.41,0.1855,False
XC737076_28993,737076,28993,16000,30.51,-30.92,0.2751,False
XC737076_381,737076,381,16000,22.36,-38.19,0.1746,False
XC737076_5039,737076,5039,16000,21.74,-34.37,0.2070,False
XC744146_7770,744146,7770,16000,12.61,-37.63,0.0937,False
XC744146_875,744146,875,16000,15.54,-44.79,0.0551,False
XC762566_10250,762566,10250,16000,16.70,-29.60,0.3198,False
XC762566_17021,762566,17021,16000,9.37,-37.75,0.2200,False
XC762566_21185,762566,21185,16000,17.04,-30.38,0.4282,False
XC762566_27519,762566,27519,16000,8.65,-38.60,0.2042,False
XC762566_3742,762566,3742,16000,14.31,-33.08,0.3807,False
XC762566_495,762566,495,16000,13.82,-34.11,0.2941,False
XC762566_7236,762566,7236,16000,19.43,-28.44,0.5119,False
XC762567_16179,762567,16179,16000,9.92,-35.91,0.1725,False
XC762567_20093,762567,20093,16000,9.50,-36.82,0.1624,False
XC762567_25190,762567,25190,16000,9.53,-36.92,0.1663,False
XC762567_33200,762567,33200,16000,7.21,-38.08,0.1933,False
XC762567_3694,762567,3694,16000,9.45,-36.75,0.1892,False
XC762567_37774,762567,37774,16000,12.67,-32.99,0.2277,False
XC762567_45693,762567,45693,16000,9.81,-37.23,0.1874,False
XC762567_477,762567,477,16000,9.87,-35.88,0.2191,False
XC762567_49084,762567,49084,16000,16.57,-29.82,0.2851,False
XC791427_145,791427,145,16000,14.87,-27.75,0.3079,False
XC791427_16751,791427,16751,16000,11.44,-37.98,0.1159,False
XC791427_20201,791427,20201,16000,6.03,-41.84,0.0693,False
XC791427_24253,791427,24253,16000,5.75,-42.90,0.0991,False
XC791427_28741,791427,28741,16000,10.94,-35.74,0.1188,False
XC791427_36988,791427,36988,16000,13.27,-34.59,0.1631,False
XC791427_53191,791427,53191,16000,9.80,-37.38,0.1294,False
XC79507_5629,79507,5629,16000,4.77,-21.70,0.3776,False
XC79507_928,79507,928,16000,3.08,-25.30,0.3775,False
XC79538_3652,79538,3652,16000,5.74,-21.94,0.4747,False
XC79538_648,79538,648,16000,4.22,-26.47,0.4071,False
XC79540_0,79540,0,16000,7.96,-19.64,0.5947,False
XC79541_514,79541,514,16000,3.21,-20.03,0.4687,False
XC80366_0,80366,0,16000,14.79,-28.99,0.3103,False
XC80366_10884,80366,10884,16000,11.45,-33.86,0.3124,False
XC80366_13884,80366,13884,16000,9.10,-35.46,0.1810,False
XC80366_16884,80366,16884,16000,10.11,-34.20,0.2097,False
XC80366_19884,80366,19884,16000,15.46,-29.50,0.2486,False
XC80366_22884,80366,22884,16000,11.97,-32.27,0.2118,False
XC80366_25884,80366,25884,16000,15.27,-30.49,0.3260,False
XC80366_28884,80366,28884,16000,10.97,-33.25,0.1872,False
XC80366_31884,80366,31884,16000,13.49,-32.65,0.2862,False
XC80366_34884,80366,34884,16000,10.43,-36.71,0.2235,False
XC812209_0,812209,0,16000,31.09,-20.96,0.4888,False
XC812209_10102,812209,10102,16000,31.91,-20.93,0.4914,False
XC812209_18783,812209,18783,16000,33.27,-18.59,0.4830,False
XC812209_27321,812209,27321,16000,30.59,-23.88,0.4494,False
XC812209_30397,812209,30397,16000,28.06,-26.57,0.4523,False
XC812209_36064,812209,36064,16000,33.78,-18.01,0.5134,False
XC812209_49416,812209,49416,16000,18.26,-35.46,0.1814,False
XC812209_72632,812209,72632,16000,35.36,-19.37,0.4998,False
XC812209_78199,812209,78199,16000,22.80,-32.81,0.4104,False
XC812210_10954,812210,10954,16000,29.41,-24.96,0.3311,False
XC812210_27393,812210,27393,16000,25.35,-29.17,0.3610,False
XC812210_37303,812210,37303,16000,25.28,-28.72,0.2556,False
XC812210_47654,812210,47654,16000,29.80,-24.35,0.3979,False
XC812210_53465,812210,53465,16000,27.57,-25.07,0.4056,False
XC812210_59021,812210,59021,16000,31.83,-21.56,0.4858,False
XC812210_69407,812210,69407,16000,26.81,-24.06,0.4551,False
XC812210_76781,812210,76781,16000,29.30,-24.71,0.4492,False
XC812210_85,812210,85,16000,27.74,-28.25,0.2810,False
XC812211_16461,812211,16461,16000,34.11,-20.05,0.4622,False
XC812211_27611,812211,27611,16000,23.18,-19.80,0.4767,False
XC812211_35864,812211,35864,16000,22.16,-34.59,0.2382,False
XC812211_905,812211,905,16000,28.69,-23.08,0.4065,False
XC812212_12304,812212,12304,16000,30.41,-29.83,0.2986,False
XC812212_14620,812212,14620,16000,31.70,-29.56,0.2832,False
XC812212_16154,812212,16154,16000,33.76,-27.92,0.3388,False
XC812212_17746,812212,17746,16000,31.69,-29.97,0.3369,False
XC812212_20975,812212,20975,16000,14.35,-45.20,0.0708,False
XC812212_269,812212,269,16000,36.65,-23.76,0.3643,False
XC812212_36554,812212,36554,16000,17.91,-38.72,0.0975,False
XC812212_41701,812212,41701,16000,19.24,-40.57,0.0981,False
XC812212_51483,812212,51483,16000,25.35,-30.89,0.2510,False
XC812212_5917,812212,5917,16000,35.77,-19.63,0.4442,False
XC816619_10443,816619,10443,16000,14.43,-40.01,0.0745,False
XC816619_12105,816619,12105,16000,14.00,-40.85,0.0745,False
XC816619_1633,816619,1633,16000,24.08,-31.35,0.2371,False
XC816619_4461,816619,4461,16000,20.22,-34.00,0.2021,False
XC816619_6635,816619,6635,16000,12.72,-40.74,0.0847,False
XC863742_0,863742,0,16000,29.40,-29.59,0.3398,False
XC894851_6834,894851,6834,16000,11.88,-32.38,0.1761,False
XC90664_4746,90664,4746,16000,15.85,-19.47,0.6000,False
XC90664_769,90664,769,16000,15.56,-23.87,0.4517,False
XC918372_113,918372,113,16000,16.95,-35.25,0.1898,False
XC918372_17921,918372,17921,16000,12.86,-40.39,0.0947,False
XC918372_23192,918372,23192,16000,13.11,-33.76,0.1632,False
XC918372_7039,918372,7039,16000,13.95,-36.82,0.1682,False
XC92770_586,92770,586,16000,17.29,-22.06,0.7059,False
XC929008_1491,929008,1491,16000,9.57,-36.75,0.0881,False
XC929009_1562,929009,1562,16000,10.95,-33.00,0.1280,False
XC93634_0,93634,0,16000,20.88,-27.86,0.3301,False
XC93634_17120,93634,17120,16000,9.22,-40.54,0.1548,False
XC93634_30311,93634,30311,16000,22.21,-26.84,0.4373,False
XC93634_40162,93634,40162,16000,23.84,-25.12,0.4272,False
XC93634_6000,93634,6000,16000,10.48,-38.58,0.1083,False
XC94024_53,94024,53,16000,19.77,-12.31,1.0000,True
XC94025_279,94025,279,16000,4.71,-29.99,0.2490,False
XC94025_3277,94025,3277,16000,11.31,-25.00,0.3722,False
XC94025_9969,94025,9969,16000,10.60,-16.61,0.8060,False
XC94026_0,94026,0,16000,14.82,-14.63,1.0000,True
XC94026_13176,94026,13176,16000,14.37,-16.66,1.0000,True
XC94026_22022,94026,22022,16000,14.05,-18.80,0.8796,False
XC94026_3000,94026,3000,16000,16.71,-15.00,1.0000,True
XC94026_34162,94026,34162,16000,9.91,-19.65,0.9580,False
XC94026_37162,94026,37162,16000,10.21,-19.05,0.9388,False
XC942408_1431,942408,1431,16000,20.41,-22.72,0.6417,False
XC950979_11132,950979,11132,16000,12.16,-36.78,0.1609,False
XC950979_14364,950979,14364,16000,9.14,-39.32,0.0771,False
XC950979_28061,950979,28061,16000,17.57,-31.29,0.1850,False
XC950979_38657,950979,38657,16000,8.46,-38.80,0.0792,False
XC950979_46087,950979,46087,16000,4.79,-43.47,0.0581,False
XC950979_967,950979,967,16000,13.83,-33.60,0.1834,False
XC957142_4114,957142,4114,16000,7.99,-23.51,0.4339,False
XC957142_6465,957142,6465,16000,7.74,-24.62,0.4332,False
XC957142_689,957142,689,16000,5.04,-24.69,0.3120,False
XC975807_4184,975807,4184,16000,13.22,-24.71,0.3333,False
XC975849_6272,975849,6272,16000,8.66,-25.82,0.3455,False
XC975849_797,975849,797,16000,9.05,-25.48,0.4715,False
XC975858_101243,975858,101243,16000,20.53,-20.62,0.9510,False
XC975858_34452,975858,34452,16000,18.46,-19.71,0.6243,False
XC975858_3983,975858,3983,16000,12.31,-23.35,1.0000,True
XC975858_54275,975858,54275,16000,15.81,-18.93,0.8737,False
XC975858_78991,975858,78991,16000,13.05,-22.86,0.8008,False
XC976222_26158,976222,26158,16000,6.99,-22.60,0.7921,False
XC976222_6210,976222,6210,16000,9.80,-19.67,0.7273,False
XC976421_12131,976421,12131,16000,12.26,-20.43,0.6847,False
XC976421_3844,976421,3844,16000,12.18,-19.08,0.9898,False
XC987716_1153,987716,1153,16000,14.65,-24.84,0.5030,False
XC987716_14911,987716,14911,16000,11.83,-28.27,0.3325,False
XC987716_38034,987716,38034,16000,13.73,-23.75,0.3743,False
XC100269_11944,100269,11944,16000,5.76,-40.35,0.0552,False
XC100269_14942,100269,14942,16000,5.33,-40.68,0.0555,False
XC100269_19478,100269,19478,16000,7.19,-39.40,0.0694,False
XC100269_23222,100269,23222,16000,5.20,-41.56,0.0529,False
XC100269_26235,100269,26235,16000,4.93,-41.82,0.0545,False
XC100269_30471,100269,30471,16000,6.02,-40.34,0.0557,False
XC100269_33468,100269,33468,16000,6.05,-41.15,0.0756,False
XC100269_5900,100269,5900,16000,4.91,-41.54,0.0630,False
XC100269_8914,100269,8914,16000,5.13,-41.01,0.0603,False
XC1003564_0,1003564,0,16000,3.91,-38.53,0.1816,False
XC1003564_10510,1003564,10510,16000,3.08,-36.35,0.0784,False
XC1003564_3009,1003564,3009,16000,3.01,-39.74,0.0591,False
XC1003564_7162,1003564,7162,16000,3.59,-36.49,0.0890,False
XC1010542_13521,1010542,13521,16000,5.73,-58.77,0.0102,False
XC1029364_49,1029364,49,16000,20.32,-25.94,0.4368,False
XC1029364_5671,1029364,5671,16000,21.87,-27.27,0.3803,False
XC1051084_29673,1051084,29673,16000,4.06,-31.95,0.1973,False
XC151610_21709,151610,21709,16000,3.62,-39.43,0.0417,False
XC151610_27705,151610,27705,16000,6.74,-35.97,0.0980,False
XC151610_30720,151610,30720,16000,10.83,-31.50,0.2127,False
XC151610_39110,151610,39110,16000,2.61,-41.81,0.0392,False
XC151610_52441,151610,52441,16000,3.62,-40.48,0.0426,False
XC151610_73100,151610,73100,16000,10.32,-31.76,0.1566,False
XC151610_77337,151610,77337,16000,6.10,-34.24,0.1016,False
XC151610_83738,151610,83738,16000,6.32,-34.73,0.0897,False
XC151610_88594,151610,88594,16000,2.46,-40.39,0.0355,False
XC151610_93759,151610,93759,16000,2.23,-41.33,0.0356,False
XC157267_10310,157267,10310,16000,8.50,-27.12,0.4713,False
XC157267_13349,157267,13349,16000,9.24,-25.25,0.4268,False
XC157267_17737,157267,17737,16000,6.71,-26.16,0.2772,False
XC157267_21137,157267,21137,16000,7.43,-26.36,1.0000,True
XC157267_3474,157267,3474,16000,4.73,-31.47,0.3967,False
XC157267_456,157267,456,16000,9.33,-26.41,0.2346,False
XC157267_6524,157267,6524,16000,7.02,-29.52,0.5891,False
XC175250_1101,175250,1101,16000,21.37,-22.80,0.4803,False
XC175250_17944,175250,17944,16000,18.08,-22.85,0.4178,False
XC175250_21564,175250,21564,16000,14.91,-27.47,0.3249,False
XC175250_28718,175250,28718,16000,20.08,-24.28,0.3388,False
XC175250_33790,175250,33790,16000,15.57,-27.23,0.3212,False
XC175250_37533,175250,37533,16000,13.80,-27.42,0.3599,False
XC175250_5596,175250,5596,16000,17.57,-27.71,0.4021,False
XC175520_10828,175520,10828,16000,6.41,-38.55,0.0904,False
XC175520_149282,175520,149282,16000,12.73,-32.07,0.1450,False
XC175520_152484,175520,152484,16000,15.05,-30.94,0.1382,False
XC175520_20043,175520,20043,16000,5.60,-39.72,0.0934,False
XC175520_2302,175520,2302,16000,5.58,-36.71,0.0973,False
XC175520_31920,175520,31920,16000,4.76,-39.16,0.0761,False
XC175520_54996,175520,54996,16000,10.03,-33.43,0.1555,False
XC175520_70259,175520,70259,16000,13.23,-32.64,0.1026,False
XC175520_86453,175520,86453,16000,11.59,-33.61,0.0956,False
XC175520_96673,175520,96673,16000,10.69,-33.60,0.1058,False
XC192180_0,192180,0,16000,6.12,-27.78,0.2322,False
XC192180_3000,192180,3000,16000,5.97,-27.70,0.2427,False
XC192181_0,192181,0,16000,11.06,-26.23,0.4702,False
XC192181_10617,192181,10617,16000,10.26,-26.84,0.3462,False
XC192181_14498,192181,14498,16000,9.27,-27.04,0.3838,False
XC192181_17854,192181,17854,16000,10.19,-26.57,0.3817,False
XC192181_22185,192181,22185,16000,10.31,-27.70,0.3282,False
XC192181_25185,192181,25185,16000,11.07,-26.99,0.3416,False
XC192181_3255,192181,3255,16000,10.18,-26.91,0.3581,False
XC192181_6588,192181,6588,16000,8.88,-26.72,0.3751,False
XC199206_11851,199206,11851,16000,10.87,-33.19,0.2282,False
XC199206_18923,199206,18923,16000,11.30,-33.23,0.1608,False
XC199206_24351,199206,24351,16000,15.07,-30.72,0.1803,False
XC199206_29840,199206,29840,16000,12.23,-33.55,0.1503,False
XC199206_34866,199206,34866,16000,12.32,-32.70,0.1840,False
XC199206_40232,199206,40232,16000,12.62,-31.20,0.2002,False
XC199206_43772,199206,43772,16000,11.28,-29.49,0.2794,False
XC199206_50519,199206,50519,16000,12.26,-31.97,0.1876,False
XC199206_5253,199206,5253,16000,9.05,-33.50,0.1382,False
XC199207_0,199207,0,16000,13.10,-32.96,0.1858,False
XC199207_12426,199207,12426,16000,13.67,-32.60,0.1758,False
XC199207_16014,199207,16014,16000,15.96,-30.68,0.2025,False
XC199207_21815,199207,21815,16000,16.25,-30.40,0.2176,False
XC199207_27095,199207,27095,16000,14.25,-31.66,0.2189,False
XC199207_33178,199207,33178,16000,9.97,-30.60,0.2070,False
XC199207_36497,199207,36497,16000,12.51,-30.99,0.2062,False
XC199207_6011,199207,6011,16000,13.72,-31.92,0.1898,False
XC199207_9025,199207,9025,16000,12.75,-32.69,0.1810,False
XC203258_0,203258,0,16000,10.06,-28.13,0.3361,False
XC203258_12186,203258,12186,16000,10.23,-26.64,0.2718,False
XC203258_15186,203258,15186,16000,13.25,-26.32,0.3014,False
XC203258_18976,203258,18976,16000,10.98,-28.53,0.3847,False
XC203258_21999,203258,21999,16000,9.85,-28.63,0.3756,False
XC203258_25006,203258,25006,16000,10.07,-28.49,0.3573,False
XC203258_30080,203258,30080,16000,12.47,-27.75,0.3192,False
XC203258_3186,203258,3186,16000,9.91,-26.59,0.3354,False
XC203258_36232,203258,36232,16000,9.87,-30.63,0.2766,False
XC203258_9186,203258,9186,16000,11.23,-25.39,0.3577,False
XC203367_15608,203367,15608,16000,5.43,-25.35,0.2704,False
XC203367_19223,203367,19223,16000,9.11,-27.88,0.2638,False
XC203367_22370,203367,22370,16000,9.41,-27.49,0.2890,False
XC203367_25850,203367,25850,16000,10.80,-27.77,0.2896,False
XC203367_28850,203367,28850,16000,8.04,-27.76,0.2358,False
XC203367_32390,203367,32390,16000,8.48,-27.68,0.3588,False
XC203367_47477,203367,47477,16000,12.33,-28.59,0.3441,False
XC203367_51418,203367,51418,16000,10.75,-26.89,0.3640,False
XC203367_78354,203367,78354,16000,10.46,-29.24,0.2270,False
XC203367_85244,203367,85244,16000,10.60,-27.94,0.3120,False
XC203370_26009,203370,26009,16000,8.96,-28.18,0.2462,False
XC203370_29154,203370,29154,16000,10.04,-26.93,0.2852,False
XC203370_33642,203370,33642,16000,7.62,-27.88,0.2351,False
XC203370_36823,203370,36823,16000,8.86,-26.96,0.2685,False
XC203370_49000,203370,49000,16000,9.40,-28.06,0.2701,False
XC203370_52195,203370,52195,16000,9.60,-28.74,0.2245,False
XC203370_56718,203370,56718,16000,10.51,-27.98,0.2690,False
XC203370_70960,203370,70960,16000,10.99,-27.86,0.2367,False
XC203370_75236,203370,75236,16000,9.49,-27.33,0.3122,False
XC203370_8834,203370,8834,16000,10.47,-28.28,0.2428,False
XC203373_17893,203373,17893,16000,9.60,-29.94,0.2083,False
XC203373_1856,203373,1856,16000,6.98,-31.65,0.1891,False
XC203373_30866,203373,30866,16000,9.13,-29.01,0.2120,False
XC203373_33861,203373,33861,16000,7.96,-30.18,0.2147,False
XC203373_45718,203373,45718,16000,8.63,-30.69,0.2198,False
XC203389_19891,203389,19891,16000,10.52,-29.25,0.2139,False
XC203389_37144,203389,37144,16000,11.74,-29.32,0.2550,False
XC203389_41177,203389,41177,16000,10.42,-28.32,0.2932,False
XC203389_47557,203389,47557,16000,8.71,-29.35,0.2131,False
XC207922_10499,207922,10499,16000,7.12,-28.46,0.2443,False
XC207922_14591,207922,14591,16000,5.64,-30.48,0.2517,False
XC207922_17893,207922,17893,16000,7.32,-28.49,0.2709,False
XC207922_29885,207922,29885,16000,5.78,-31.09,0.2047,False
XC207922_34030,207922,34030,16000,5.78,-30.90,0.1960,False
XC207922_40658,207922,40658,16000,5.94,-30.83,0.2437,False
XC207922_43702,207922,43702,16000,6.10,-30.52,0.2279,False
XC207922_47567,207922,47567,16000,5.57,-30.32,0.2030,False
XC207922_52436,207922,52436,16000,7.62,-29.91,0.1982,False
XC240597_0,240597,0,16000,18.30,-21.26,0.6500,False
XC240597_14073,240597,14073,16000,18.04,-22.17,0.4609,False
XC240597_17073,240597,17073,16000,19.43,-21.92,0.4789,False
XC240597_20073,240597,20073,16000,18.28,-21.64,0.5684,False
XC240597_3000,240597,3000,16000,19.90,-22.16,0.6360,False
XC240597_5995,240597,5995,16000,19.29,-22.33,0.6335,False
XC240597_9008,240597,9008,16000,19.54,-21.96,0.6520,False
XC27662_21641,27662,21641,16000,20.76,-29.25,0.3190,False
XC27662_24573,27662,24573,16000,20.72,-29.62,0.3151,False
XC27662_28391,27662,28391,16000,18.10,-30.00,0.2863,False
XC27662_30655,27662,30655,16000,30.06,-38.59,0.1273,False
XC27662_3657,27662,3657,16000,19.60,-29.56,0.2612,False
XC290485_0,290485,0,16000,24.90,-29.66,0.2786,False
XC290485_12805,290485,12805,16000,19.93,-27.49,0.3368,False
XC290485_16251,290485,16251,16000,23.19,-27.09,0.3822,False
XC290485_22983,290485,22983,16000,28.03,-28.65,0.2997,False
XC290485_3015,290485,3015,16000,28.92,-26.40,0.3893,False
XC290485_6031,290485,6031,16000,27.20,-28.01,0.3414,False
XC290485_9805,290485,9805,16000,23.36,-27.01,0.3837,False
XC290486_0,290486,0,16000,18.42,-31.26,0.2454,False
XC290486_12829,290486,12829,16000,8.24,-35.65,0.0985,False
XC290486_15840,290486,15840,16000,17.54,-32.29,0.1282,False
XC290486_4072,290486,4072,16000,17.53,-29.67,0.3362,False
XC290486_9826,290486,9826,16000,9.33,-36.42,0.1379,False
XC290487_0,290487,0,16000,33.36,-27.33,0.2710,False
XC290487_11334,290487,11334,16000,31.41,-26.25,0.3003,False
XC290487_3451,290487,3451,16000,28.88,-27.44,0.2623,False
XC290487_8305,290487,8305,16000,29.95,-25.15,0.3611,False
XC302526_11661,302526,11661,16000,2.04,-29.92,0.1579,False
XC302526_17777,302526,17777,16000,1.98,-29.41,0.1457,False
XC302526_20776,302526,20776,16000,1.92,-29.72,0.1487,False
XC302526_23955,302526,23955,16000,2.24,-30.03,0.1503,False
XC302526_32309,302526,32309,16000,1.84,-30.68,0.1344,False
XC302526_39399,302526,39399,16000,2.30,-31.73,0.1364,False
XC302526_4041,302526,4041,16000,2.34,-29.15,0.1781,False
XC302526_438,302526,438,16000,2.66,-29.30,0.1537,False
XC302526_7493,302526,7493,16000,2.14,-29.34,0.1639,False
XC302527_1887,302527,1887,16000,2.18,-28.59,0.1677,False
XC303939_0,303939,0,16000,2.63,-28.04,0.2143,False
XC303939_2998,303939,2998,16000,1.93,-28.35,0.1600,False
XC304320_112,304320,112,16000,8.37,-26.02,0.2145,False
XC314473_12252,314473,12252,16000,8.22,-19.30,0.7715,False
XC314473_9230,314473,9230,16000,11.55,-18.88,0.7475,False
XC328022_118956,328022,118956,16000,18.28,-23.84,0.3665,False
XC328022_127539,328022,127539,16000,18.75,-27.48,0.3306,False
XC328022_130733,328022,130733,16000,10.38,-35.73,0.0683,False
XC328022_152640,328022,152640,16000,18.38,-29.03,0.3578,False
XC328022_228847,328022,228847,16000,18.81,-27.99,0.3114,False
XC328022_249496,328022,249496,16000,21.17,-23.70,0.3066,False
XC328022_264079,328022,264079,16000,22.36,-23.40,0.3308,False
XC328022_285259,328022,285259,16000,6.68,-36.80,0.0652,False
XC328022_50428,328022,50428,16000,16.32,-28.61,0.2909,False
XC328022_8130,328022,8130,16000,15.09,-29.28,0.2805,False
XC342490_12681,342490,12681,16000,23.95,-43.66,0.0424,False
XC342490_17634,342490,17634,16000,22.87,-48.10,0.0388,False
XC342490_2231,342490,2231,16000,21.32,-47.39,0.0377,False
XC342490_5229,342490,5229,16000,22.76,-46.45,0.0398,False
XC342490_8228,342490,8228,16000,22.47,-45.71,0.0432,False
XC345584_2134,345584,2134,16000,3.19,-26.98,0.2177,False
XC34689_0,34689,0,16000,7.52,-32.37,0.1143,False
XC34689_3195,34689,3195,16000,8.29,-30.43,0.1469,False
XC347812_12026,347812,12026,16000,15.14,-39.43,0.0915,False
XC347812_15030,347812,15030,16000,17.35,-41.86,0.0853,False
XC347812_2537,347812,2537,16000,13.26,-41.67,0.0865,False
XC347812_5541,347812,5541,16000,10.49,-43.64,0.0739,False
XC347813_118,347813,118,16000,17.17,-44.76,0.0529,False
XC347813_12126,347813,12126,16000,8.83,-41.27,0.0655,False
XC347813_15128,347813,15128,16000,12.74,-42.78,0.0577,False
XC347813_3120,347813,3120,16000,8.80,-41.62,0.0753,False
XC347813_6122,347813,6122,16000,8.08,-41.46,0.0738,False
XC347813_9124,347813,9124,16000,7.00,-40.86,0.0740,False
XC348091_0,348091,0,16000,21.23,-19.98,0.7802,False
XC348091_13071,348091,13071,16000,16.18,-20.63,0.6977,False
XC348091_16360,348091,16360,16000,19.11,-18.82,0.9219,False
XC348091_3010,348091,3010,16000,16.30,-21.39,0.6003,False
XC348091_6021,348091,6021,16000,16.43,-21.96,0.5571,False
XC348091_9446,348091,9446,16000,15.68,-20.65,0.7263,False
XC352051_104194,352051,104194,16000,5.97,-42.12,0.0541,False
XC352051_13201,352051,13201,16000,10.82,-36.42,0.1019,False
XC352051_32177,352051,32177,16000,10.01,-36.00,0.0836,False
XC352051_35181,352051,35181,16000,9.48,-36.77,0.0788,False
XC352051_48086,352051,48086,16000,6.41,-41.23,0.0660,False
XC352051_80676,352051,80676,16000,8.33,-38.90,0.0937,False
XC352051_89212,352051,89212,16000,10.54,-34.94,0.1120,False
XC352051_92405,352051,92405,16000,8.55,-39.54,0.0701,False
XC352051_9425,352051,9425,16000,10.29,-36.21,0.0923,False
XC360136_11981,360136,11981,16000,15.55,-32.96,0.1288,False
XC360136_15521,360136,15521,16000,15.26,-33.29,0.1570,False
XC360136_18850,360136,18850,16000,13.38,-33.56,0.1158,False
XC360136_206,360136,206,16000,22.03,-27.09,0.2079,False
XC360136_4788,360136,4788,16000,10.05,-39.45,0.0581,False
XC360136_7784,360136,7784,16000,17.69,-27.82,0.2451,False
XC364380_696,364380,696,16000,9.69,-24.04,0.2762,False
XC382147_0,382147,0,16000,13.46,-27.49,0.3161,False
XC382147_6000,382147,6000,16000,15.42,-24.79,0.4088,False
XC397190_11173,397190,11173,16000,6.60,-33.94,0.1735,False
XC397190_17661,397190,17661,16000,9.39,-30.84,0.2082,False
XC397190_28463,397190,28463,16000,7.05,-34.04,0.1599,False
XC397190_32747,397190,32747,16000,17.00,-22.62,0.4957,False
XC397190_35747,397190,35747,16000,12.58,-23.83,0.4771,False
XC397190_39876,397190,39876,16000,10.22,-27.79,0.3620,False
XC397190_503,397190,503,16000,23.78,-33.37,0.2026,False
XC397190_6952,397190,6952,16000,7.85,-31.99,0.1670,False
XC40043_10304,40043,10304,16000,9.37,-25.57,0.3491,False
XC40043_13325,40043,13325,16000,7.47,-26.05,0.2924,False
XC40043_139,40043,139,16000,11.28,-22.10,0.4044,False
XC40043_16329,40043,16329,16000,8.73,-27.07,0.3138,False
XC40043_19332,40043,19332,16000,7.71,-26.17,0.3569,False
XC40043_29817,40043,29817,16000,12.45,-22.27,0.5078,False
XC40043_32964,40043,32964,16000,6.42,-28.15,0.2482,False
XC40043_37765,40043,37765,16000,8.58,-25.81,0.3431,False
XC40043_3866,40043,3866,16000,10.11,-24.78,0.3829,False
XC40043_7229,40043,7229,16000,9.73,-25.16,0.3699,False
