file_id,source_id,clip_index,sampling_rate,snr_db,rms_db,peak_amplitude,is_clipped
XC1002657_2860,1002657,2860,16000,4.28,-36.16,0.1111,False
XC1003831_2642,1003831,2642,16000,1.61,-33.18,0.1051,False
XC1005485_1496,1005485,1496,16000,8.36,-25.82,0.3249,False
XC1005485_5236,1005485,5236,16000,12.48,-21.53,0.6280,False
XC1005485_8968,1005485,8968,16000,5.64,-29.13,0.2127,False
XC1006786_13138,1006786,13138,16000,33.12,-22.35,0.5841,False
XC1006786_20816,1006786,20816,16000,33.60,-22.98,0.6482,False
XC1006786_642,1006786,642,16000,37.34,-19.72,0.9212,False
XC1006787_226,1006787,226,16000,36.15,-20.92,0.7708,False
XC1029034_14335,1029034,14335,16000,35.39,-16.39,0.9925,True
XC1029034_28707,1029034,28707,16000,22.38,-32.23,0.4218,False
XC1029034_41664,1029034,41664,16000,23.80,-28.92,0.3722,False
XC1029034_49966,1029034,49966,16000,25.50,-30.09,0.3730,False
XC1029034_55061,1029034,55061,16000,19.41,-35.23,0.2997,False
XC1029034_5560,1029034,5560,16000,28.56,-24.41,0.5737,False
XC1041026_17925,1041026,17925,16000,4.25,-38.01,0.0564,False
XC1041026_2413,1041026,2413,16000,3.71,-37.81,0.0612,False
XC1041026_27256,1041026,27256,16000,4.19,-40.10,0.0469,False
XC1041026_32201,1041026,32201,16000,3.27,-40.49,0.0465,False
XC1041026_37499,1041026,37499,16000,3.06,-40.89,0.0413,False
XC1041026_45615,1041026,45615,16000,3.08,-41.03,0.0457,False
XC1071405_1581,1071405,1581,16000,28.05,-21.47,0.6635,False
XC1071405_7346,1071405,7346,16000,11.16,-39.15,0.1097,False
XC113335_22839,113335,22839,16000,13.30,-22.06,0.6648,False
XC113335_29729,113335,29729,16000,13.21,-21.74,0.7370,False
XC113335_37805,113335,37805,16000,13.35,-22.03,0.6121,False
XC113335_62805,113335,62805,16000,8.30,-27.22,0.4348,False
XC113335_696,113335,696,16000,13.96,-21.32,0.5981,False
XC113335_8461,113335,8461,16000,13.90,-21.88,0.7402,False
XC133013_16436,133013,16436,16000,23.81,-27.23,0.2919,False
XC133013_24612,133013,24612,16000,29.98,-19.24,0.4713,False
XC133013_42993,133013,42993,16000,23.04,-26.46,0.3244,False
XC133013_66443,133013,66443,16000,34.78,-16.44,0.7097,False
XC133013_72052,133013,72052,16000,35.90,-14.24,0.7523,False
XC161191_113,161191,113,16000,18.75,-24.63,0.4379,False
XC161194_12570,161194,12570,16000,27.51,-23.94,0.4514,False
XC161194_5138,161194,5138,16000,22.25,-31.57,0.2335,False
XC161194_70,161194,70,16000,23.28,-29.43,0.2213,False
XC161195_138,161195,138,16000,22.83,-23.65,0.3993,False
XC161197_11525,161197,11525,16000,21.30,-25.43,0.3400,False
XC161197_142,161197,142,16000,14.63,-30.37,0.2238,False
XC161197_4006,161197,4006,16000,21.31,-26.91,0.3553,False
XC161197_7375,161197,7375,16000,26.29,-25.64,0.3528,False
XC161198_13995,161198,13995,16000,14.35,-28.04,0.2434,False
XC161198_738,161198,738,16000,14.90,-23.74,0.3943,False
XC161199_10865,161199,10865,16000,35.32,-17.52,0.6962,False
XC161199_14640,161199,14640,16000,37.36,-16.70,0.6898,False
XC161199_20301,161199,20301,16000,36.02,-17.42,0.6127,False
XC161199_5739,161199,5739,16000,31.95,-19.00,0.6936,False
XC161431_20840,161431,20840,16000,15.28,-45.26,0.0897,False
XC161431_26972,161431,26972,16000,25.41,-31.21,0.3806,False
XC161431_31311,161431,31311,16000,27.87,-28.10,0.4732,False
XC161431_47293,161431,47293,16000,29.76,-21.81,0.4634,False
XC161431_69478,161431,69478,16000,25.36,-26.08,0.4012,False
XC161431_8233,161431,8233,16000,18.23,-41.54,0.1074,False
XC161968_0,161968,0,16000,12.54,-35.78,0.1470,False
XC161968_15274,161968,15274,16000,25.69,-26.02,0.3992,False
XC161968_21201,161968,21201,16000,26.21,-24.92,0.3591,False
XC161968_3749,161968,3749,16000,24.87,-26.66,0.4531,False
XC161968_6840,161968,6840,16000,20.59,-31.28,0.2792,False
XC162827_0,162827,0,16000,26.40,-38.18,0.1231,False
XC162827_12000,162827,12000,16000,28.27,-34.45,0.1895,False
XC162827_3000,162827,3000,16000,25.47,-39.08,0.0997,False
XC162827_6000,162827,6000,16000,29.79,-35.32,0.1602,False
XC162827_9000,162827,9000,16000,29.23,-34.53,0.1895,False
XC162828_11996,162828,11996,16000,29.84,-29.55,0.3806,False
XC162828_17482,162828,17482,16000,30.93,-26.21,0.4117,False
XC162828_20482,162828,20482,16000,28.72,-29.56,0.2990,False
XC162828_26597,162828,26597,16000,26.72,-32.22,0.2772,False
XC162828_296,162828,296,16000,29.97,-29.16,0.5312,False
XC162828_4518,162828,4518,16000,30.97,-27.16,0.4910,False
XC162828_7801,162828,7801,16000,22.87,-31.78,0.2515,False
XC166251_10346,166251,10346,16000,22.00,-29.04,0.2702,False
XC166251_182,166251,182,16000,26.96,-32.67,0.2342,False
XC166251_18944,166251,18944,16000,23.69,-32.24,0.2596,False
XC166251_25002,166251,25002,16000,19.39,-30.93,0.2355,False
XC166251_37767,166251,37767,16000,33.19,-30.17,0.2633,False
XC166251_43438,166251,43438,16000,23.75,-31.64,0.2788,False
XC175830_46,175830,46,16000,27.74,-18.06,0.4905,False
XC179229_104245,179229,104245,16000,19.75,-27.31,0.3250,False
XC179229_12086,179229,12086,16000,15.25,-24.17,0.3737,False
XC179229_18021,179229,18021,16000,21.77,-23.43,0.4387,False
XC179229_23700,179229,23700,16000,20.78,-24.28,0.3377,False
XC179229_29314,179229,29314,16000,19.83,-25.43,0.3311,False
XC179229_3349,179229,3349,16000,20.39,-22.51,0.4549,False
XC179229_51906,179229,51906,16000,16.54,-30.35,0.2104,False
XC179229_6751,179229,6751,16000,18.25,-24.32,0.4785,False
XC179229_68687,179229,68687,16000,19.69,-26.52,0.2762,False
XC179229_82770,179229,82770,16000,20.35,-25.92,0.3672,False
XC181991_19674,181991,19674,16000,20.05,-37.07,0.0898,False
XC181991_25757,181991,25757,16000,18.94,-37.33,0.1185,False
XC181991_31606,181991,31606,16000,19.71,-34.46,0.1199,False
XC181992_12077,181992,12077,16000,21.22,-22.20,0.3371,False
XC181992_16950,181992,16950,16000,21.22,-20.38,0.4393,False
XC181992_20332,181992,20332,16000,19.30,-20.66,0.3946,False
XC182810_12276,182810,12276,16000,8.67,-23.07,0.5509,False
XC182810_268,182810,268,16000,6.36,-20.24,0.6000,False
XC182810_7612,182810,7612,16000,7.64,-24.55,0.4982,False
XC189420_10568,189420,10568,16000,12.58,-28.81,0.1794,False
XC189420_15056,189420,15056,16000,27.97,-28.59,0.2241,False
XC189420_21350,189420,21350,16000,15.39,-29.19,0.2074,False
XC189420_25865,189420,25865,16000,14.33,-26.26,0.3867,False
XC189420_4243,189420,4243,16000,11.00,-27.71,0.2133,False
XC189420_658,189420,658,16000,17.29,-19.48,0.6528,False
XC189420_7477,189420,7477,16000,29.77,-28.32,0.3886,False
XC190308_1236,190308,1236,16000,15.70,-21.95,0.5160,False
XC190308_20680,190308,20680,16000,15.74,-21.19,0.5032,False
XC190308_24542,190308,24542,16000,17.66,-16.38,0.7661,False
XC190308_30277,190308,30277,16000,5.47,-32.76,0.1245,False
XC190308_33279,190308,33279,16000,15.63,-23.09,0.5784,False
XC190873_0,190873,0,16000,16.26,-27.01,0.2708,False
XC190873_2728,190873,2728,16000,17.05,-26.97,0.2564,False
XC190874_2452,190874,2452,16000,26.77,-24.13,0.3991,False
XC19400_1044,19400,1044,16000,15.47,-21.10,0.7503,False
XC19400_29855,19400,29855,16000,29.07,-23.43,0.6810,False
XC19400_57109,19400,57109,16000,26.70,-28.08,0.2812,False
XC194196_1534,194196,1534,16000,21.80,-27.01,0.4997,False
XC194196_16751,194196,16751,16000,24.25,-25.43,0.5809,False
XC194196_25316,194196,25316,16000,24.28,-26.24,0.5310,False
XC194196_28799,194196,28799,16000,27.17,-23.76,0.8556,False
XC194196_31967,194196,31967,16000,26.68,-23.41,0.6772,False
XC194196_35301,194196,35301,16000,26.35,-23.51,0.6976,False
XC194196_5033,194196,5033,16000,25.01,-25.41,0.5011,False
XC194905_3994,194905,3994,16000,5.85,-25.05,0.2709,False
XC194905_995,194905,995,16000,6.59,-23.93,0.2992,False
XC196584_12124,196584,12124,16000,1.51,-58.27,0.0056,False
XC196584_15124,196584,15124,16000,1.17,-58.23,0.0049,False
XC196584_21784,196584,21784,16000,1.46,-57.88,0.0060,False
XC196584_25162,196584,25162,16000,1.56,-58.19,0.0063,False
XC196584_36634,196584,36634,16000,1.38,-58.36,0.0050,False
XC196584_43543,196584,43543,16000,1.81,-57.63,0.0059,False
XC196584_52519,196584,52519,16000,1.33,-58.21,0.0050,False
XC196584_55519,196584,55519,16000,1.66,-57.97,0.0055,False
XC196584_6124,196584,6124,16000,1.69,-58.27,0.0060,False
XC196584_9124,196584,9124,16000,1.27,-58.31,0.0056,False
XC20267_11843,20267,11843,16000,18.63,-29.32,0.2542,False
XC20267_15187,20267,15187,16000,17.94,-29.28,0.2477,False
XC20267_3436,20267,3436,16000,16.71,-31.56,0.2444,False
XC20267_66,20267,66,16000,20.19,-27.31,0.3178,False
XC20267_7058,20267,7058,16000,15.99,-32.07,0.2374,False
XC236515_10244,236515,10244,16000,21.89,-29.78,0.2079,False
XC236515_13301,236515,13301,16000,22.58,-27.59,0.2353,False
XC236515_284,236515,284,16000,16.59,-34.11,0.1285,False
XC236515_6844,236515,6844,16000,18.92,-30.84,0.1852,False
XC24590_10813,24590,10813,16000,16.10,-38.20,0.0899,False
XC24590_14244,24590,14244,16000,17.89,-33.64,0.1059,False
XC24590_17810,24590,17810,16000,22.20,-30.78,0.1570,False
XC24590_23830,24590,23830,16000,27.21,-26.10,0.2527,False
XC24590_3163,24590,3163,16000,12.12,-43.38,0.0535,False
XC24590_7017,24590,7017,16000,15.25,-36.25,0.0857,False
XC24591_1044,24591,1044,16000,26.92,-26.98,0.2323,False
XC24591_13156,24591,13156,16000,30.07,-21.40,0.4437,False
XC24591_5473,24591,5473,16000,23.55,-25.04,0.3075,False
XC24591_9301,24591,9301,16000,28.54,-24.43,0.3041,False
XC27611_0,27611,0,16000,15.55,-40.89,0.0461,False
XC27611_11378,27611,11378,16000,8.32,-42.93,0.0367,False
XC27611_33154,27611,33154,16000,8.50,-44.09,0.0369,False
XC27611_36387,27611,36387,16000,7.94,-44.14,0.0339,False
XC27611_63043,27611,63043,16000,10.24,-41.04,0.0459,False
XC290513_3402,290513,3402,16000,21.40,-27.85,0.3154,False
XC290513_402,290513,402,16000,20.63,-25.69,0.3749,False
XC290513_6402,290513,6402,16000,20.11,-24.82,0.3239,False
XC290513_9402,290513,9402,16000,21.38,-27.18,0.3175,False
XC29590_121274,29590,121274,16000,7.06,-25.93,0.3642,False
XC29590_35263,29590,35263,16000,13.24,-25.78,0.4001,False
XC29590_423,29590,423,16000,20.97,-21.74,0.8025,False
XC29590_46752,29590,46752,16000,8.56,-25.07,0.2992,False
XC29590_49752,29590,49752,16000,20.44,-19.68,0.6119,False
XC29590_6541,29590,6541,16000,6.69,-17.69,0.7233,False
XC29590_66284,29590,66284,16000,19.76,-20.09,0.7350,False
XC29590_74435,29590,74435,16000,19.66,-21.02,0.5735,False
XC29590_9541,29590,9541,16000,18.77,-19.49,0.6851,False
XC29590_96130,29590,96130,16000,17.65,-19.85,0.7668,False
XC29594_10014,29594,10014,16000,26.34,-18.86,0.4924,False
XC29594_13949,29594,13949,16000,27.03,-18.82,0.4716,False
XC29594_17310,29594,17310,16000,27.39,-17.45,0.5439,False
XC29594_20472,29594,20472,16000,23.63,-22.33,0.4808,False
XC29594_2282,29594,2282,16000,23.74,-20.77,0.4868,False
XC29594_23886,29594,23886,16000,26.36,-19.25,0.5269,False
XC29594_6602,29594,6602,16000,24.67,-20.08,0.4891,False
XC301717_0,301717,0,16000,13.99,-24.42,0.4349,False
XC301717_12000,301717,12000,16000,20.65,-17.57,0.8116,False
XC301717_15000,301717,15000,16000,17.40,-20.09,0.7815,False
XC301717_18000,301717,18000,16000,20.96,-16.94,0.7441,False
XC301717_3000,301717,3000,16000,13.98,-23.80,0.4355,False
XC301717_6000,301717,6000,16000,17.69,-19.86,0.6102,False
XC301717_9000,301717,9000,16000,15.68,-21.18,0.7565,False
XC305691_1164,305691,1164,16000,21.53,-20.92,0.6615,False
XC305691_4165,305691,4165,16000,17.97,-24.80,0.5240,False
XC309568_11850,309568,11850,16000,18.74,-36.72,0.1101,False
XC309568_1570,309568,1570,16000,17.32,-34.56,0.1376,False
XC309568_4805,309568,4805,16000,15.97,-38.12,0.1390,False
XC309568_8036,309568,8036,16000,14.72,-39.44,0.0748,False
XC311271_1282,311271,1282,16000,30.49,-22.22,0.3964,False
XC311271_14109,311271,14109,16000,31.16,-21.17,0.4146,False
XC311271_17344,311271,17344,16000,33.14,-20.03,0.4785,False
XC311271_33505,311271,33505,16000,37.02,-17.24,0.5756,False
XC314337_13240,314337,13240,16000,28.85,-17.77,0.9913,True
XC314337_5340,314337,5340,16000,27.98,-26.21,0.2752,False
XC314337_667,314337,667,16000,25.29,-29.95,0.2149,False
XC314337_9308,314337,9308,16000,27.95,-21.29,0.7040,False
XC314339_375,314339,375,16000,27.46,-22.84,0.3606,False
XC314339_9558,314339,9558,16000,28.13,-25.47,0.3422,False
XC31590_1055,31590,1055,16000,17.71,-21.23,0.5934,False
XC31590_11841,31590,11841,16000,18.18,-21.57,0.4930,False
XC31590_4694,31590,4694,16000,20.11,-20.96,0.5478,False
XC31590_7909,31590,7909,16000,19.32,-21.06,0.6115,False
XC327430_11577,327430,11577,16000,34.00,-29.19,0.3001,False
XC327430_19913,327430,19913,16000,30.84,-32.62,0.1401,False
XC327430_4519,327430,4519,16000,32.35,-33.00,0.1519,False
XC330496_1577,330496,1577,16000,17.54,-20.85,0.7828,False
XC35804_166,35804,166,16000,9.09,-23.84,0.3910,False
XC35804_3475,35804,3475,16000,16.05,-16.86,1.0000,True
XC35804_6795,35804,6795,16000,19.15,-14.43,1.0000,True
XC37625_0,37625,0,16000,5.48,-34.14,0.1328,False
XC37625_3294,37625,3294,16000,5.33,-34.29,0.1333,False
XC37625_6433,37625,6433,16000,9.69,-29.53,0.1630,False
XC38335_10140,38335,10140,16000,15.61,-27.70,0.3674,False
XC38335_13141,38335,13141,16000,11.65,-20.56,0.4335,False
XC38335_16163,38335,16163,16000,18.43,-19.74,0.5104,False
XC38335_23935,38335,23935,16000,23.74,-20.66,0.5056,False
XC38335_26929,38335,26929,16000,23.03,-25.50,0.2802,False
XC38335_3738,38335,3738,16000,13.60,-20.60,0.4615,False
XC38335_735,38335,735,16000,12.92,-20.11,0.5794,False
XC400193_12377,400193,12377,16000,22.50,-22.69,0.4727,False
XC400193_16231,400193,16231,16000,20.43,-24.80,0.3831,False
XC400193_20286,400193,20286,16000,22.34,-22.03,0.5021,False
XC400193_3388,400193,3388,16000,23.76,-20.98,0.4843,False
XC400193_8629,400193,8629,16000,24.86,-21.26,0.4715,False
XC400194_13915,400194,13915,16000,18.63,-28.93,0.2515,False
XC400194_30872,400194,30872,16000,16.58,-30.48,0.1987,False
XC400194_34567,400194,34567,16000,15.02,-30.70,0.2053,False
XC400194_686,400194,686,16000,19.63,-26.39,0.2922,False
XC400194_7636,400194,7636,16000,18.31,-28.10,0.2520,False
XC414018_3511,414018,3511,16000,21.23,-21.12,0.6816,False
XC414018_511,414018,511,16000,29.88,-26.15,0.4336,False
XC423125_1003,423125,1003,16000,43.03,-32.31,0.2422,False
XC423125_16602,423125,16602,16000,23.24,-39.30,0.0899,False
XC423125_22495,423125,22495,16000,28.59,-29.32,0.2298,False
XC423125_29639,423125,29639,16000,32.34,-30.83,0.1772,False
XC426538_4983,426538,4983,16000,25.49,-23.48,0.5738,False
XC426538_9812,426538,9812,16000,27.60,-22.40,0.6736,False
XC444228_2004,444228,2004,16000,21.64,-33.74,0.2086,False
XC514743_13774,514743,13774,16000,17.01,-10.11,1.0000,True
XC514743_181,514743,181,16000,12.42,-13.61,1.0000,True
XC514743_4353,514743,4353,16000,15.26,-11.25,1.0000,True
XC514743_8446,514743,8446,16000,17.08,-10.98,1.0000,True
XC518843_1012,518843,1012,16000,16.17,-36.59,0.1278,False
XC518843_20686,518843,20686,16000,30.73,-22.88,0.5057,False
XC518843_23980,518843,23980,16000,30.96,-22.25,0.5380,False
XC518843_37834,518843,37834,16000,17.39,-35.79,0.1721,False
XC518843_41917,518843,41917,16000,19.47,-33.05,0.2645,False
XC518843_57378,518843,57378,16000,27.31,-26.15,0.5520,False
XC518843_6179,518843,6179,16000,20.71,-31.77,0.2225,False
XC523554_13557,523554,13557,16000,9.31,-30.56,0.2352,False
XC523554_17370,523554,17370,16000,8.62,-29.34,0.2241,False
XC523554_8463,523554,8463,16000,8.90,-27.11,0.2379,False
XC531611_0,531611,0,16000,36.78,-35.90,0.0872,False
XC531611_12000,531611,12000,16000,40.31,-33.73,0.1122,False
XC531611_3000,531611,3000,16000,39.89,-34.65,0.0996,False
XC531611_6000,531611,6000,16000,41.16,-33.15,0.1021,False
XC531611_9000,531611,9000,16000,41.02,-33.61,0.1097,False
XC531612_0,531612,0,16000,26.04,-38.62,0.0666,False
XC531612_11617,531612,11617,16000,29.93,-33.56,0.1414,False
XC531612_14780,531612,14780,16000,32.86,-31.82,0.1619,False
XC531612_18000,531612,18000,16000,33.11,-30.49,0.2219,False
XC531612_21000,531612,21000,16000,33.71,-29.24,0.2069,False
XC531612_24000,531612,24000,16000,33.90,-29.86,0.1974,False
XC531612_3000,531612,3000,16000,25.61,-39.27,0.0612,False
XC531612_6440,531612,6440,16000,27.20,-37.47,0.0670,False
XC531612_9436,531612,9436,16000,30.22,-34.48,0.0736,False
XC534388_1137,534388,1137,16000,49.09,-21.13,0.6201,False
XC534388_13851,534388,13851,16000,41.14,-14.45,0.8806,False
XC534388_4721,534388,4721,16000,49.78,-17.30,0.7673,False
XC534388_8064,534388,8064,16000,48.66,-15.07,0.8310,False
XC547505_11091,547505,11091,16000,39.75,-19.41,0.6985,False
XC547505_19640,547505,19640,16000,28.52,-28.16,0.5218,False
XC547505_24438,547505,24438,16000,33.24,-23.69,0.5747,False
XC547505_42499,547505,42499,16000,23.29,-36.76,0.2279,False
XC547505_960,547505,960,16000,36.66,-21.27,0.5996,False
XC551633_13284,551633,13284,16000,21.38,-57.33,0.0165,False
XC551633_16305,551633,16305,16000,27.24,-55.70,0.0183,False
XC551633_19306,551633,19306,16000,31.10,-49.58,0.0259,False
XC551633_22326,551633,22326,16000,29.47,-45.72,0.0385,False
XC551633_28548,551633,28548,16000,32.63,-45.87,0.0359,False
XC551633_31589,551633,31589,16000,35.45,-45.49,0.0363,False
XC551633_34590,551633,34590,16000,37.56,-47.93,0.0301,False
XC551633_37851,551633,37851,16000,35.92,-48.58,0.0285,False
XC551633_620,551633,620,16000,38.73,-45.21,0.0448,False
XC560109_14119,560109,14119,16000,14.69,-42.72,0.0279,False
XC560109_4384,560109,4384,16000,37.88,-30.78,0.1649,False
XC560109_85,560109,85,16000,39.26,-28.17,0.2221,False
XC566244_15977,566244,15977,16000,15.87,-23.94,0.4051,False
XC566244_24753,566244,24753,16000,14.12,-23.41,0.4620,False
XC566244_4930,566244,4930,16000,10.43,-29.20,0.1908,False
XC578005_62,578005,62,16000,23.57,-23.07,0.4984,False
XC578352_15630,578352,15630,16000,30.97,-18.14,0.6362,False
XC578352_19339,578352,19339,16000,30.54,-19.29,0.5518,False
XC578352_24465,578352,24465,16000,31.14,-18.33,0.5851,False
XC578352_28034,578352,28034,16000,31.75,-18.28,0.5696,False
XC578352_3142,578352,3142,16000,31.25,-17.97,0.6794,False
XC578352_6184,578352,6184,16000,31.15,-18.15,0.5802,False
XC591315_15,591315,15,16000,32.50,-18.14,0.5094,False
XC591315_19111,591315,19111,16000,25.54,-28.67,0.3798,False
XC591315_33306,591315,33306,16000,27.93,-25.77,0.4266,False
XC591315_58283,591315,58283,16000,34.02,-19.39,0.4883,False
XC591315_64619,591315,64619,16000,6.76,-42.64,0.0694,False
XC594949_108562,594949,108562,16000,23.67,-28.98,0.1899,False
XC594949_12338,594949,12338,16000,13.65,-29.12,0.1947,False
XC594949_136324,594949,136324,16000,19.30,-30.17,0.2240,False
XC594949_17159,594949,17159,16000,15.64,-36.74,0.1176,False
XC594949_27975,594949,27975,16000,21.49,-29.30,0.2250,False
XC594949_32382,594949,32382,16000,19.90,-27.96,0.2745,False
XC594949_35831,594949,35831,16000,17.70,-29.96,0.2527,False
XC594949_5753,594949,5753,16000,12.54,-26.72,0.2662,False
XC594949_76889,594949,76889,16000,21.81,-29.24,0.2517,False
XC594949_8753,594949,8753,16000,17.13,-28.01,0.2602,False
XC594950_10382,594950,10382,16000,24.23,-25.99,0.3537,False
XC594950_13712,594950,13712,16000,22.68,-27.13,0.3426,False
XC594950_3330,594950,3330,16000,19.69,-30.67,0.2250,False
XC594950_54919,594950,54919,16000,22.49,-26.95,0.3213,False
XC594950_7122,594950,7122,16000,23.80,-26.55,0.3745,False
XC594950_78829,594950,78829,16000,17.64,-32.47,0.2199,False
XC594950_81832,594950,81832,16000,22.67,-21.82,0.4809,False
XC594951_15060,594951,15060,16000,18.09,-23.05,0.3514,False
XC594951_36005,594951,36005,16000,25.68,-22.57,0.3662,False
XC594951_46212,594951,46212,16000,26.62,-23.03,0.3319,False
XC594951_54245,594951,54245,16000,25.08,-23.63,0.2906,False
XC594951_62707,594951,62707,16000,23.48,-27.16,0.2544,False
XC594951_762,594951,762,16000,10.71,-22.76,0.3047,False
XC616994_12055,616994,12055,16000,22.80,-19.77,0.4195,False
XC616994_4694,616994,4694,16000,23.48,-21.60,0.4136,False
XC616994_605,616994,605,16000,22.32,-22.83,0.4066,False
XC616994_8390,616994,8390,16000,23.48,-20.04,0.4267,False
XC635320_0,635320,0,16000,23.15,-26.71,0.6317,False
XC635320_10725,635320,10725,16000,26.43,-22.44,0.6435,False
XC635320_27000,635320,27000,16000,21.26,-27.27,0.7453,False
XC635320_29995,635320,29995,16000,22.70,-26.19,0.6090,False
XC635320_3000,635320,3000,16000,30.88,-17.18,0.9867,False
XC635320_33009,635320,33009,16000,24.37,-24.83,0.6788,False
XC635320_37187,635320,37187,16000,20.08,-29.08,0.4701,False
XC635320_40201,635320,40201,16000,15.63,-33.76,0.3480,False
XC635320_6000,635320,6000,16000,17.18,-31.50,0.3694,False
XC672602_232,672602,232,16000,4.90,-42.60,0.0393,False
XC672602_3736,672602,3736,16000,5.38,-40.90,0.0457,False
XC672602_6736,672602,6736,16000,5.78,-41.47,0.0626,False
XC696208_294,696208,294,16000,20.94,-30.52,0.3154,False
XC717548_12811,717548,12811,16000,20.07,-31.68,0.1337,False
XC717548_19102,717548,19102,16000,14.94,-36.82,0.1234,False
XC717548_6785,717548,6785,16000,20.94,-28.99,0.1880,False
XC717548_9788,717548,9788,16000,21.16,-29.80,0.1533,False
XC717548_981,717548,981,16000,18.96,-33.39,0.1449,False
XC717550_12125,717550,12125,16000,26.64,-23.93,0.4135,False
XC720533_14508,720533,14508,16000,18.23,-32.98,0.1722,False
XC720533_19973,720533,19973,16000,19.55,-33.77,0.1785,False
XC720533_404,720533,404,16000,17.06,-37.44,0.1319,False
XC720533_4721,720533,4721,16000,15.60,-38.95,0.1041,False
XC720533_9287,720533,9287,16000,21.02,-32.71,0.1818,False
XC73022_12983,73022,12983,16000,10.81,-16.22,0.9568,False
XC73022_24437,73022,24437,16000,16.12,-19.44,0.6176,False
XC73022_39913,73022,39913,16000,20.54,-18.53,0.7007,False
XC73022_87,73022,87,16000,17.93,-19.83,0.5814,False
XC73023_29776,73023,29776,16000,11.36,-26.03,0.4368,False
XC73023_38469,73023,38469,16000,12.68,-22.38,0.5087,False
XC73023_52383,73023,52383,16000,11.56,-25.40,0.5450,False
XC73023_55403,73023,55403,16000,10.76,-24.83,0.4503,False
XC73023_71666,73023,71666,16000,15.30,-19.46,0.5367,False
XC73023_75338,73023,75338,16000,15.27,-19.54,0.8479,False
XC73023_83073,73023,83073,16000,17.28,-17.57,0.9633,False
XC73024_23086,73024,23086,16000,11.42,-21.34,0.5261,False
XC73024_28870,73024,28870,16000,3.62,-30.89,0.1797,False
XC73024_41897,73024,41897,16000,9.45,-21.33,0.5027,False
XC73024_51605,73024,51605,16000,7.37,-20.62,0.5218,False
XC73024_66593,73024,66593,16000,7.42,-24.10,0.3561,False
XC73024_91491,73024,91491,16000,6.83,-24.71,0.4628,False
XC735667_10445,735667,10445,16000,29.99,-31.01,0.1478,False
XC735667_13706,735667,13706,16000,29.99,-29.97,0.2248,False
XC735667_17264,735667,17264,16000,24.11,-36.13,0.1219,False
XC735667_20906,735667,20906,16000,31.21,-28.72,0.1802,False
XC735667_26319,735667,26319,16000,31.05,-28.74,0.2135,False
XC735667_2698,735667,2698,16000,26.35,-32.74,0.1463,False
XC735667_6472,735667,6472,16000,29.50,-31.03,0.1779,False
XC743612_12247,743612,12247,16000,31.15,-22.39,0.4124,False
XC743612_17203,743612,17203,16000,30.88,-23.78,0.4505,False
XC743612_24582,743612,24582,16000,32.09,-23.46,0.4753,False
XC743612_28701,743612,28701,16000,35.26,-17.36,0.8829,False
XC743612_3495,743612,3495,16000,31.58,-23.13,0.3851,False
XC743612_426,743612,426,16000,29.55,-26.81,0.3362,False
XC743612_7450,743612,7450,16000,31.90,-20.86,0.6188,False
XC753727_17582,753727,17582,16000,9.83,-24.29,0.4139,False
XC753727_1997,753727,1997,16000,10.59,-23.49,0.4137,False
XC753727_29113,753727,29113,16000,10.84,-23.39,0.5506,False
XC753727_51898,753727,51898,16000,11.32,-22.92,0.4844,False
XC753727_61152,753727,61152,16000,10.04,-24.04,0.4003,False
XC753727_8939,753727,8939,16000,10.58,-23.53,0.5932,False
XC761690_1901,761690,1901,16000,14.39,-37.75,0.1029,False
XC761690_50724,761690,50724,16000,17.29,-38.01,0.1042,False
XC761690_53979,761690,53979,16000,17.45,-37.79,0.0922,False
XC761690_57117,761690,57117,16000,16.12,-40.37,0.1000,False
XC761690_6019,761690,6019,16000,23.11,-29.18,0.1868,False
XC78432_113,78432,113,16000,11.64,-28.29,0.2784,False
XC78432_15032,78432,15032,16000,8.06,-36.46,0.1005,False
XC78432_21333,78432,21333,16000,12.67,-31.04,0.1924,False
XC78432_25758,78432,25758,16000,13.75,-26.94,0.3010,False
XC78432_29869,78432,29869,16000,13.53,-28.31,0.2502,False
XC78432_33201,78432,33201,16000,12.26,-27.55,0.2787,False
XC78432_6878,78432,6878,16000,11.95,-28.63,0.3318,False
XC78433_14509,78433,14509,16000,16.24,-45.01,0.0407,False
XC78433_1818,78433,1818,16000,15.65,-45.76,0.0373,False
XC78433_18935,78433,18935,16000,11.94,-50.17,0.0286,False
XC78433_33668,78433,33668,16000,6.18,-56.68,0.0103,False
XC78433_5583,78433,5583,16000,18.15,-44.89,0.0433,False
XC78433_9562,78433,9562,16000,16.29,-45.39,0.0450,False
XC78434_1278,78434,1278,16000,7.52,-52.18,0.0180,False
XC78434_13822,78434,13822,16000,10.40,-50.50,0.0226,False
XC78434_22968,78434,22968,16000,13.48,-44.14,0.0532,False
XC78434_29438,78434,29438,16000,11.55,-46.55,0.0497,False
XC78434_39819,78434,39819,16000,15.66,-44.07,0.0503,False
XC78434_5499,78434,5499,16000,10.50,-49.56,0.0218,False
XC78434_9499,78434,9499,16000,11.80,-46.94,0.0307,False
XC78435_100491,78435,100491,16000,12.58,-45.51,0.0462,False
XC78435_108787,78435,108787,16000,13.42,-46.10,0.0463,False
XC78435_1357,78435,1357,16000,17.41,-41.10,0.0773,False
XC78435_19209,78435,19209,16000,16.08,-39.47,0.0880,False
